session_id,num_questions,mode,seed,start_index,question_number_in_session,question_index_in_dataset,question,model_answer,ground_truth_aliases,is_correct,processing_time,inference_time,local_total_time,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260630_114327,100,random,45,,13,9301,"In what year did Torville and Dean (Jane and Christopher) win their first Olympic gold, scoring 12 perfect sixes in their free-dance routine?",1984,"[""1984"", ""one thousand, nine hundred and eighty-four""]",True,0.0459,0.8145,0.8604,7581.0,32607.0,174.91,142.4693
20260630_114327,100,random,45,,14,3857,"""What entertainment venue in New York City's Rockefeller Center, nicknamed """"the Showplace of the Nation"""", opened to the public in December 1932?""",Radio City Music Hall,"[""RCMH"", ""Radio City Music Hall"", ""International Music Hall""]",True,0.0436,0.8211,0.8647,7581.0,32607.0,173.63,142.5681
20260630_114327,100,random,45,,15,10192,"Who directed the films Thelma and Louise, Hannibal and Black Hawk Down?",Ridley Scott,"[""Gertrude Bell (2014 film)"", ""Gertrude Bell (film)"", ""Ridley Scott"", ""Ridley Scott Associates"", ""Sir Ridley Scott""]",True,0.0346,0.8105,0.845,7581.0,32607.0,173.22,140.394
20260630_114327,100,random,45,,16,1171,"What is the name of the Japanese sliding door or partition, made of a latticed screen covered with white paper?",Shoji,"[""Paper wall"", ""Shōji"", ""Shoji"", ""Shíji"", ""Syoji"", ""Japanese Doors""]",True,0.0422,0.8181,0.8604,7581.0,32607.0,174.6,142.845
20260630_114327,100,random,45,,17,2183,What is the secret identity of Penrod ‘Penry’ Pooch?,"He is the son of the late, great, and beloved Penrod Pooch.","[""Hong Kong Phooie"", ""Hong Kong Phooey (film)"", ""Hong Kong Fuey"", ""Hong Kong Phuey"", ""Hong Kong Phooey"", ""Hong Kong Fooey""]",False,0.0438,0.8203,0.8641,7581.0,32607.0,174.39,143.0585
20260630_114327,100,random,45,,18,4424,The Australian Tennis Open is played in what city?,Melbourne,"[""Melbourne, AU-VIC"", ""Melbourne australia"", ""Melb"", ""UN/LOCODE:AUMEL"", ""Melbourne City"", ""Melbourne, Australia."", ""Greater Melbourne"", ""Melben"", ""Melbourne city"", ""Melbourne (Vic.)"", ""Melbourne (Victoria)"", ""Economy of Melbourne"", ""Melbourne"", ""Melbourne, Australia"", ""Menbourne"", ""Melborne"", ""Melbourne, VIC"", ""Mlebourne"", ""Melbourne (Vic.), Australia"", ""Melbourne, Victoria"", ""Melbourne, Victoria, Australia"", ""Melbourne Australia"", ""Melbourne (Australia)"", ""Melbouren"", ""Melbournian"", ""Mlbourne"", ""Marvellous melbourne""]",True,0.0338,0.8135,0.8473,7581.0,32607.0,174.46,141.9167
20260630_114327,100,random,45,,19,8899,Which is the biggest of the London merchant banks,Rothschild,"[""Deutsche Morgan Grenfell"", ""Morgan, Grenfell & Co"", ""Morgan Greenfell"", ""Morgan, Grenfell & Company"", ""Morgan Grenfell"", ""Morgan Grenfell & Co."", ""Morgan Grenfell & Company"", ""Morgan Grenfell & Co"", ""Morgan, Grenfell & Co."", ""Morgan Grenfell Private Equity""]",False,0.033,0.8128,0.8458,7581.0,32607.0,174.96,142.2099
20260630_114327,100,random,45,,20,5050,What Swedish city is connected to Copenhagen via a bridge?,Malmö,"[""Municipality of Malmoe"", ""History of Malmö"", ""Municipality of Malmo"", ""Malmo urban area"", ""Malmoe, Sweden"", ""UN/LOCODE:SEMMA"", ""History of Malmo"", ""Malmo"", ""Municipality of Malmö"", ""Malmö urban area"", ""History of Malmoe"", ""Malmö"", ""Malmø"", ""Maelmo"", ""Malmö Theatre Academy"", ""Malmo, Sweden"", ""Malmoe kommun"", ""Malmoe stad"", ""Demographics of Malmo"", ""Malmö, Sweden"", ""Malmoe urban area"", ""Mälmo"", ""Malmoe""]",True,0.0356,0.8254,0.861,7581.0,32607.0,174.48,144.0089
20260630_114327,100,random,45,,21,6914,Give a year in the life of botanist Carl Linnaeus.,1737,"[""1707 - 1778""]",False,0.0325,0.8154,0.8479,7581.0,32607.0,174.19,142.0408
20260630_114327,100,random,45,,22,14037,What kind of animal are Chip and Dale?,Chipmunks,"[""Chipmonk"", ""Chip monk"", ""Chipmunk"", ""Microbear"", ""Tamias"", ""Chipmunks"", ""Chip munk"", ""🐿""]",True,0.0384,0.8058,0.8441,7581.0,32607.0,174.88,140.9123
20260630_114327,100,random,45,,23,2456,"Which German mathematician, physicist and astonomer (1777 - 1855) was involved in the first worldwide survey of the Earth's magnetic field and gives his name to a unit of magnetic induction ?",Gauss,"[""GAUSS (program)"", ""GAUSS (software)"", ""GAUSS"", ""GAUSS (programming language)""]",True,0.0424,0.8183,0.8607,7581.0,32607.0,174.65,142.9154
20260630_114327,100,random,45,,24,13373,"What is the name of 11 Roman Emperors, the first of which transferred the capital to Byzantium in 330 AD, and the last of which died when it was captured by the Turks in 1453?",Constantine,"[""Byzantine Constantine"", ""Constantine of Rome"", ""Patriarch Constantine"", ""Constantinus"", ""Constantine"", ""Constantine (disambiguation)"", ""Constantine (no surname)""]",True,0.0348,0.8154,0.8502,7581.0,32607.0,174.51,142.2993
20260630_114327,100,random,45,,25,4679,What Ford automobile came in any color you want - as long as it was black?,The 1965 Ford Mustang.,"[""Model-T"", ""Model T"", ""Tin Lizzy"", ""Model T Ford"", ""Ford T"", ""Ford T Model"", ""T ford"", ""Fliver"", ""Tin Lizzie"", ""Ford t"", ""Tin lizzie"", ""Ford Model T"", ""T Model"", ""Ford Model-T""]",False,0.0452,0.813,0.8582,7581.0,32607.0,175.04,142.3146
20260630_114327,100,random,45,,26,1874,A transport project on Mount Vesuvius inspired which operatic song?,“O Sole Mio”,"[""Funicoli funicola"", ""Funiculi funicula"", ""Funiculì funiculà"", ""Funiculì Funiculà"", ""Funiculí, funiculá"", ""A Merry Life"", ""Funiculi Funicula"", ""Funiculì, Funiculà"", ""Funniculi funnicula"", ""Funiculì, funiculà"", ""Funiculi, Funicula""]",False,0.0355,0.8143,0.8498,7581.0,32607.0,174.4,142.0158
20260630_114327,100,random,45,,27,1054,In which country would you traditionally see a settlement called a Kibbutz?,Israel,"[""İsrail"", ""ISRAEL"", ""Israeli Republic"", ""Isræl"", ""Medinat Yisrael"", ""מְדִינַת יִשְׂרָאֵל"", ""Istrael"", ""Israeli (nation)"", ""ISO 3166-1:IL"", ""Medinat Israel"", ""Dawlat Isra'il"", ""State of israel"", ""Yisraél"", ""Isra'il"", ""Republic of Israel"", ""دولة إسرائيل"", ""Israel"", ""Israël"", ""Israelim"", ""Medinat Yisra'el"", ""ישראל"", ""State of Israel"", ""יִשְרָאֵל"", ""מדינת ישראל"", ""Dawlat Isrā'īl"", ""Yisra'el"", ""Yisrael"", ""Israeli state"", ""The state of Israel"", ""Jewish Republic"", ""Israil"", ""Jewish Palestine"", ""Etymology of Israel"", ""Isreal"", ""Yisroel"", ""Israyl"", ""Israel (nation)"", ""Modern Israel"", ""Israelian"", ""Hebrew state"", ""M'dinat Yisrael"", ""Israe;"", ""Izrael (state)"", ""Isreael"", ""Isreali"", ""יִשְׂרָאֵל"", ""Medīnat Yisrā'el"", ""Yisroeil"", ""Israel (country)""]",True,0.0389,0.8083,0.8471,7581.0,32607.0,174.88,141.3485
20260630_114327,100,random,45,,28,5643,To which family of birds does the linnet belong?,Passerine,"[""Fringillidae"", ""Carduelidae"", ""FINCH"", ""Carduelini"", ""Finches"", ""True finch"", ""Finch"", ""Finch (bird)""]",False,0.0446,0.8148,0.8594,7581.0,32607.0,173.89,141.6811
20260630_114327,100,random,45,,29,10507,"In UK currency, how many sides does a twenty pence piece have?",20,"[""Seven"", ""seven"", ""7""]",False,0.0412,0.8232,0.8644,7581.0,32607.0,172.78,142.2252
20260630_114327,100,random,45,,30,8253,"""Which Scottish writer was nicknamed """"The Great Unknown""""?""",Robert Louis Stevenson,"[""Sir Walter Scotts's"", ""Minstrel of the Border"", ""Doctor Jonas Dryasdust"", ""Wizard of the North"", ""Malachi Malasgrowther"", ""Sir Walter Scott, 1st Baronet"", ""Scott, Walter"", ""Walter Scott, 1st Baronet"", ""Walter Scott"", ""Border Minstrel"", ""The Caledonian Comet"", ""The Aristo of the North"", ""Great Magician"", ""Sir Walter Scott"", ""Scott, Sir Walter"", ""Sir W. Scott"", ""SIR WALTER SCOTT"", ""Malachi Malgrowther"", ""And come he slow or come he fast it is but death who comes at last""]",False,0.0436,0.8188,0.8623,7581.0,32607.0,172.89,141.5605
20260630_114327,100,random,45,,31,11683,Which planet did Gustav Holst describe as the ‘Winged Messenger’?,Mercury,"[""Mercury"", ""Murcury"", ""Mercury (album)"", ""Merdcury"", ""Mercury (disambiguation)""]",True,0.041,0.8161,0.8571,7581.0,32607.0,173.56,141.6479
20260630_114327,100,random,45,,32,10486,What is the American version of Strictly Come Dancing called?,Dancing with the Stars,"[""Strictly Keep Dancing"", ""Dancing With The Stars"", ""Dwts"", ""Strictly keep dancing"", ""DWTS"", ""Dansez Pentru Tine"", ""Dancing with the Stars"", ""Tantsy so zvezdami"", ""Dancing With the Stars: Keep Dancing"", ""Dancing With the Stars"", ""Dancing with the stars"", ""Dancing with the Stars (Denmark)"", ""Dancing Stars""]",True,0.0319,0.8164,0.8482,7581.0,32607.0,173.63,141.7495
20260630_114327,100,random,45,,33,3072,The particle physics unit of reactionary particle decay is?,Joule,"[""Strange particle"", ""Strangeness"", ""Strangeness (particle physics)"", ""Strange Particle"", ""Eta charge"", ""Strangeness number"", ""Strange particles"", ""Eta-charge""]",False,0.0448,0.815,0.8598,7581.0,32607.0,175.27,142.8473
20260630_114327,100,random,45,,34,13480,"In the USA in 1912, Theodore Roosevelt formed the Progressive Party when he lost the Republican nomination to William Howard Taft. What was the party also known as?",Bull Moose Party,"[""Progressive Party 1912 (United States)"", ""Bull Moose Party"", ""Bull-Moose"", ""Progressive Party (United States, 1912)"", ""Bull moose party"", ""Bull-Moose Party"", ""Bull Moose party"", ""Progressive (1912) Party (United States)"", ""U.S. Progressive Party 1912"", ""United States Progressive Party of 1912"", ""Bullmoose Party"", ""1912 Republican Party split"", ""Bull Moose"", ""Bull Moose Party (United States)""]",True,0.0352,0.8142,0.8495,7581.0,32607.0,174.97,142.4653
20260630_114327,100,random,45,,35,2943,Derived from the use of naval artillery what is the nautical term for the top edge of the side of a boat?,gunwale,"[""Gunnel (ship element)"", ""Gunwhale"", ""Gun-wale"", ""Gunwale"", ""Saxboard"", ""Gunwales"", ""Saxboards""]",True,0.0465,0.8132,0.8597,7581.0,32607.0,176.19,143.2732
20260630_114327,100,random,45,,36,695,Which vegetable was the first to be canned?,Peas,"[""Pisum sativum"", ""Pea plant"", ""Garden pea"", ""Green peas"", ""P. sativum"", ""Peas"", ""Pea"", ""Peascods"", ""Green pea"", ""Green Pea"", ""Field peas"", ""Pea Plants"", ""Pea pod"", ""Pisum sativus"", ""Petit pois""]",True,0.0316,0.8143,0.846,7581.0,32607.0,175.05,142.5459
20260630_114327,100,random,45,,37,10764,The Riel is the currency of which Southeast Asian country?,Cambodia,"[""Srok khmer"", ""Kingdom of Cambodia (1993-present)"", ""Cambodia"", ""Preah Reach Ana Pak"", ""Preah Reach Ana Pak Kampuchea"", ""Etymology of Cambodia"", ""Preah Reacheanachakr Kampuchea"", ""ISO 3166-1:KH"", ""Cambodge"", ""Kambodia"", ""Kingdom of Cambodia"", ""Kingdom of Kâmpŭchea"", ""កម្ពុជា"", ""CAMBODIA"", ""Campuchea"", ""Preăh Réachéanachâkr Kâmpŭchea"", ""Preăh Réachéa Nachâk Kâmpŭchea"", ""Kâmpuchea"", ""Cambodja"", ""Preăh Réachéanachâk Kâmpŭchéa"", ""ព្រះរាជាណាចក្រកម្ពុជា"", ""Kampuchea"", ""Kingdom of Kampuchea"", ""Kâmpŭchea"", ""Preahreacheanachakr Kampuchea""]",True,0.0404,0.809,0.8493,7581.0,32607.0,175.6,142.0564
20260630_114327,100,random,45,,38,10387,-Day in 1944 was the greatest sea-bourn invasion in history. What was the code name for the operation?,-D-Day,"[""Battle for Normandy"", ""Allied invasion of France"", ""Invasion of France (Allies)"", ""Operation Overlord"", ""Normandy breakout campaign"", ""Operation overlord essay"", ""Normandy breakout""]",False,0.0312,0.8121,0.8433,7581.0,32607.0,174.29,141.5431
20260630_114327,100,random,45,,39,12673,Doctor Brooke Magnanti came out as which best selling X-rated blogger?,Belle de Jour,"[""Belle du Jour"", ""Belle de jour (disambiguation)"", ""Belle de Jour (disambiguation)"", ""Belle de Jour"", ""Belle de jour""]",True,0.045,0.8216,0.8666,7581.0,32607.0,174.16,143.0852
20260630_114327,100,random,45,,40,17388,The rivers Trent and Ouse flow into which estuary?,Humber,"[""Humber Estuary"", ""Humber"", ""Abus (river)"", ""Humber River, England"", ""River Humber"", ""Humber (England)"", ""Humber estuary"", ""The Humber""]",True,0.044,0.8152,0.8592,7581.0,32607.0,172.78,140.8495
20260630_114327,100,random,45,,41,17592,Can you name the river that flows through Cardiff?,The River Taff.,"[""Taff Valley"", ""Nant Rhydycar"", ""Taf Fechan"", ""Nant Ffrwd"", ""River Taff"", ""Taf Fawr"", ""Taff River"", ""Afon Tâf"", ""Nant Clydach"", ""The River Taff""]",True,0.0356,0.8123,0.8479,7581.0,32607.0,173.7,141.094
20260630_114327,100,random,45,,42,8332,If you ordered huitres in a French restaurant what would you be served?,Oysters,"[""Namagaki"", ""Oyster spat"", ""Oyster bed"", ""Kaki no dotenabe"", ""Smoked oyster"", ""Oysters"", ""Oyster""]",True,0.0363,0.8235,0.8598,7581.0,32607.0,174.37,143.5872
20260630_114327,100,random,45,,43,1961,"Of what family are Onion, garlic, shallot, leek and chive?",Liliaceae,"[""Raphione"", ""Endotis"", ""Schoenissa"", ""Butomissa"", ""Plexistena"", ""Molyza"", ""Loncostemon"", ""Praskoinon"", ""Alium"", ""Cepa"", ""Geboscon"", ""Ophioscorodon"", ""Alliums"", ""Schoenoprasum"", ""Porrum"", ""Getuonis"", ""Hexonychia"", ""Nectaroscordum"", ""Stelmesus"", ""Kalabotis"", ""Aglitheis"", ""Ascalonicum"", ""Rhizirideum"", ""Kromon"", ""Codonoprasum"", ""Panstenum"", ""Gynodon"", ""Scorodon"", ""Trigonea"", ""Anguinum"", ""Hardy alliums"", ""Caloscordum"", ""Allium"", ""Milula"", ""Hylogeton"", ""Phyllodolon"", ""Molium"", ""Validallium"", ""Stemodoxis"", ""Calliprena"", ""Maligia""]",False,0.0434,0.8182,0.8616,7581.0,32607.0,175.21,143.3579
20260630_114327,100,random,45,,44,16144,Which US state is called 'Old Dominion'?,Virginia,"[""The Virginia"", ""VIRGINIA""]",True,0.0341,0.8102,0.8443,7581.0,32607.0,174.07,141.0242
20260630_114327,100,random,45,,45,12244,In 1929 Edwin Hubble formulated a law in his name which states (among other complexities) that what recede from an observer at a rate proportional to their distance to that observer?,Hubble’s Law,"[""List of hypothetical galaxies"", ""Colonization of other galaxies"", ""Galixies"", ""Galaxy nucleus"", ""Gallaxy"", ""Galaxies"", ""Galactic nuclei"", ""Galaxial center"", ""Galaxy"", ""Island universe""]",False,0.0457,0.8185,0.8642,7581.0,32607.0,175.89,143.9592
20260630_114327,100,random,45,,46,6870,What colour is the heraldic colour gules?,Red,"[""Red (comics)"", ""Red (song)"", ""Red (comic)"", ""Red (album)"", ""Red (film)"", ""R.E.D."", ""Red (disambiguation)"", ""RED""]",True,0.0303,0.8152,0.8455,7581.0,32607.0,174.25,142.0501
20260630_114327,100,random,45,,47,11512,"On August 15th 1914, the SS Ancon became the first ship to officially do what?",The Ancon was the first ship to be sunk by a German U-boat.,"[""TRANSIT the PANAMA CANAL""]",False,0.0487,0.8132,0.8619,7581.0,32607.0,175.68,142.8707
20260630_114327,100,random,45,,48,5110,What TV show takes place at the fictional Seattle Grace Hospital?,Grey’s Anatomy,"[""Seattle Grace Hospital"", ""Grey's"", ""Grace Anatomy"", ""Greysanatomy"", ""Grace and Atomy"", ""Greys natomy"", ""Grey's Anatomy scrubs"", ""Seattle Grace Mercy West Hospital"", ""Grey's Anatomy (TV series)"", ""Grey's Anatomy"", ""Grey's Anatomy (tv)"", ""Gray's Anatomy (TV series)"", ""Grey Anatomy"", ""Greys Anatomy"", ""Grey anatomy"", ""Grey′s Anatomy"", ""Greys anatomy"", ""Grey’s Anatomy"", ""Grey's Anatmy"", ""Grey's anatomy"", ""Greys Anatmy""]",True,0.0441,0.8178,0.8619,7581.0,32607.0,173.72,142.0669
20260630_114327,100,random,45,,49,553,Which sea lies between Italy and the former Yugoslavia?,Adriatic Sea,"[""Adriatic sea"", ""Jadransko morje"", ""Jadransko more"", ""Adriatic Sea"", ""Adriatic Coast"", ""Mare hadriaticum"", ""Adriatic"", ""Adriatic coast"", ""Pollution of the Adriatic Sea""]",True,0.0382,0.8228,0.8609,7581.0,32607.0,172.86,142.2251
20260630_114327,100,random,45,,50,8181,The name of which musical instrument comes from the German for bells and play?,Glockenspiel,"[""The Glockenspiel"", ""GLOCKENSPIEL"", ""Rathaus-Glockenspiel""]",True,0.0429,0.8094,0.8523,7581.0,32607.0,175.04,141.6709
20260630_114327,100,random,45,,51,16382,"""Which American President used the slogan: """"It's the economy, stupid"""" for his presidential campaign?""",Bill Clinton,"[""US President Bill Clinton"", ""Buddy (Clinton's dog)"", ""William Jefferson Blythe III"", ""President Bill Clinton"", ""Bill Clinton's Post Presidency"", ""Bill Blythe IV"", ""42nd President of the United States"", ""Clintonesque"", ""Klin-ton"", ""Willy Clinton"", ""Bill Klinton"", ""William Jefferson Blythe IV"", ""Bill Clinton%5C"", ""Bill clinton"", ""Clinton, Bill"", ""The MTV President"", ""Bill Clinton's sex scandals"", ""William Jefferson Clinton"", ""William Blythe III"", ""Billy Clinton"", ""William clinton"", ""MTV president"", ""Bill Jefferson Clinton"", ""BillClinton"", ""William J. Blythe III"", ""President Clinton"", ""William J Clinton"", ""Virginia Clinton Kelly"", ""Bubba Clinton"", ""Bill Clinton"", ""Bull Clinton"", ""WilliamJeffersonClinton"", ""William J. Blythe"", ""William Clinton"", ""MTV President"", ""Billl Clinton"", ""Billll Clinton"", ""Bill J. Clinton"", ""Virginia Clinton"", ""William J. Clinton"", ""Clinton Gore Administration"", ""Bill Clinton's Post-Presidency"", ""BILL CLINTON"", ""William Jefferson (Bill) Clinton"", ""Virginia Cassidy Blythe"", ""Willam Jefferson Blythe III"", ""Virginia Kelly"", ""William Jefferson %22Bill%22 Clinton"", ""William %22Bill%22 Clinton"", ""Bil Clinton"", ""@billclinton""]",True,0.0343,0.8248,0.8591,7581.0,32607.0,174.34,143.7983
20260630_114327,100,random,45,,52,13894,"""What does """"casa grande"""" mean in Spanish?""","""big house""","[""The Big House (disambiguation)"", ""Big house"", ""Bighouse"", ""Big House (disambiguation)"", ""Big House"", ""The Big House (movie)"", ""The Big House (film)"", ""The big house (film)"", ""The Big House""]",True,0.0437,0.83,0.8737,7581.0,32607.0,175.23,145.4493
20260630_114327,100,random,45,,53,9626,"The 3rd of his vice presidents (after John Nance Garner and Henry Wallace), who took over the reins of power when FDR kicked off?",Alben Barkley,"[""Presidency of Harry S. Truman"", ""Hary truman"", ""Harry Shipp Truman"", ""Harry Truman's"", ""Harry S. Truman"", ""Harry S.Truman"", ""Harry S Truman"", ""H. S. Truman"", ""President Harry Truman"", ""Truman administration"", ""Presidency of Harry Truman"", ""Mr. Citizen"", ""HST (president)"", ""H.S. Truman"", ""Mary Jane Truman"", ""Harry Shippe Truman"", ""S truman"", ""Harry Truman"", ""President Truman"", ""33rd President of the United States"", ""Truman Administration"", ""Harry Solomon Truman"", ""Harold Truman"", ""Harry truman"", ""H. Truman""]",False,0.0405,0.8263,0.8668,7581.0,32607.0,174.51,144.1966
20260630_114327,100,random,45,,54,6878,Who was the original drummer/singer with the Monkees pop group?,Micky Dolenz,"[""Micky Dolenz"", ""Michael Dolenz"", ""Mickey Dolenz"", ""Micky Braddock""]",True,0.0456,0.816,0.8616,7581.0,32607.0,173.96,141.9566
20260630_114327,100,random,45,,55,13582,"""Known in the USA as """"The March King"""" he made his first recordings with Columbia Phonograph Company in 1890; what was his name?""",John Philip Sousa,"[""Hail to the Spirit of Liberty"", ""John phillips sousa"", ""J.Ph. Sousa"", ""John Phillip Sousa"", ""Sousa's Band"", ""Marching Along"", ""John Philips Sousa"", ""March Kings"", ""John Philip Sousa"", ""John Sousa"", ""J. P. Sousa"", ""John Phillips Sousa"", ""John P. Sousa"", ""The Northern Pines""]",True,0.0373,0.8104,0.8477,7581.0,32607.0,173.93,140.9556
20260630_114327,100,random,45,,56,12620,In which film did Roger Moore first play James Bond?,Live and Let Die,"[""Live and Let Die (disambiguation)"", ""LIVE AND LET DIE"", ""Live and let die"", ""LALD"", ""Live And Let Die"", ""Live and let Die"", ""Live & let die"", ""Live and Let Die""]",True,0.0443,0.8131,0.8574,7581.0,32607.0,174.19,141.634
