session_id,question_number_in_session,question_index_in_dataset,mode,seed,start_index,question,model_answer,ground_truth_aliases,is_correct,elapsed_time_seconds,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260610_131321,11,1041,random,42,,"In the novel ‘Watership Down’, Yona is what type of creature?",A rabbit,"[""Domestic Hedgehog"", ""Hedgepig"", ""Erinaceinae"", ""Hedge hog"", ""Hedge Hog"", ""Hedgehogs"", ""Hedgehog""]",False,0.728,6676.0,32607.0,176.21,128.2788
20260610_131321,12,976,random,42,,What is the International Vehicle Registration for Cambodia?,The International Vehicle Registration for Cambodia is the International Vehicle Registration Number (IVRN).,"[""🄚"", ""🄺"", ""⒦"", ""Kay (letter)"", ""ⓚ"", ""Ｋ"", ""🅺"", ""K (letter)"", ""🅚"", ""K""]",False,0.7224,6676.0,32607.0,176.84,127.7493
20260610_131321,13,3070,random,42,,"A 'tell' refers to a clue in which activity, which in turn refers metaphorically to an intentionally blank facial expression?","A 'tell' refers to a clue in which activity, which in turn refers metaphorically to an intentionally blank facial expression.","[""Poker books"", ""Rules of poker"", ""Poker"", ""Straight poker"", ""Home Poker"", ""Limit Rules"", ""Poker (card game)"", ""Poker rule"", ""Spokepoker"", ""Poker Supplies"", ""Poker game play"", ""Longhanded Poker"", ""Poker book"", ""Poker clubs"", ""Poker player"", ""Revolving Poker"", ""Poker Rules"", ""Live poker"", ""Shorthanded Poker"", ""Poker (game)"", ""Free poker""]",False,0.7273,6678.0,32607.0,178.05,129.4872
20260610_131321,14,7164,random,42,,Name either of the cities served by Robin Hood airport?,Doncaster Sheffield,"[""Doncaster/Sheffield""]",False,0.7294,6676.0,32607.0,173.88,126.824
20260610_131321,15,7623,random,42,,"Which film about a submarine had as one of its stars Denzil Washington, whose character had violent disagreements with his Captain played by Gene Hackman?",Crimson Tide,"[""'CRIMSON TIDE'"", ""Crimson Tide"", ""The Crimson Tide"", ""Crimson Tide (disambiguation)""]",True,0.7272,6678.0,32607.0,179.73,130.6909
20260610_131321,16,16559,random,42,,"The South African currency unit, the Rand, is divided into a hundred what?",cents,"[""Cent (area)"", ""Cent (disambiguation)"", ""Cents"", ""Cent (measure)"", ""Cent"", ""Cent (unit)"", ""CENTS"", ""Cent-""]",True,0.7202,6676.0,32607.0,177.03,127.5018
20260610_131321,17,869,random,42,,Amarelo is Portuguese for which colour?,Yellow,"[""Yellowest"", ""Whiteyellow"", ""Yelow"", ""Yellow color"", ""Yellowishness"", ""Yellower"", ""White-yellow"", ""Rgb(255, 255, 0)"", ""Dark yellow"", ""Yellowwhite"", ""Symbolism of yellow"", ""Yellow (color)"", ""Yellow (colour)"", ""Yellowy"", ""Yellow white"", ""Yellowishly"", ""White yellow"", ""Yellow (Colour)"", ""(255, 255, 0)"", ""Yellow"", ""Royal yellow"", ""Yellow-white""]",True,0.7273,6676.0,32607.0,181.76,132.1888
20260610_131321,18,6515,random,42,,Which Roman Emperor succeeded his father Vespasian in 79?,Titus,"[""Roman Emperor Titus"", ""Titus (emperor)"", ""Titus"", ""Titus Vespasianus"", ""Roman emperor Titus"", ""Flavius Vespasianus Titus"", ""Emperor Titus""]",True,0.7311,6676.0,32607.0,178.24,130.3189
20260610_131321,19,17856,random,42,,"Eventually a newspaper photographer for the Daily Bugle, what is the alter ego of Spiderman?",Peter Parker,"[""Wall Crawler"", ""Spider man"", ""Peter Parker (fiction)"", ""Web Head"", ""Spider-Man"", ""Web Slinger"", ""Wall-Crawler"", ""The Human Spider"", ""Wallcrawler"", ""Spider-Man (Marvel Comics)"", ""Spider Man"", ""Spider-man (comics)"", ""Spider-man"", ""Web-Slinger"", ""The spiderMan"", ""Spider-Man (comics)"", ""Peter B. Parker"", ""The spider-man"", ""List of accolades received by the Spider-Man franchise"", ""Peter Parker/Spider-Man"", ""Fictional history of Spider-Man"", ""Spiderman"", ""Spider-Man (Peter Parker)"", ""Scarlet Spider (Peter Parker)"", ""Peter Benjamin Parker"", ""Human spider"", ""Parker, Peter"", ""Petey Parker"", ""The Spider man"", ""Spindelmannen"", ""The spider-Man"", ""SPIDER-MAN"", ""Web-head"", ""The Spider-man"", ""Radioactive spider"", ""Man Spider"", ""Spidey"", ""Webhead"", ""Webslinger"", ""The SpiderMan"", ""SpiderMan"", ""Creation of Spider-Man"", ""Peter Parker"", ""Peter parker"", ""The Spider-Man"", ""Spidee"", ""The spiderman""]",True,0.7305,6678.0,32607.0,180.85,132.1064
20260610_131321,20,13746,random,42,,What did Tikki Tikki Tembo fall into?,A hole in the ground.,"[""The Well (album)"", ""The Well (disambiguation)"", ""The Well"", ""Well, The"", ""a Well"", ""The well"", ""The Well (film)""]",False,0.7191,6676.0,32607.0,178.62,128.4371
20260610_131321,21,7223,random,42,,"What was James Herbert’s first book, published in 1974?",The Rats,"[""🐀"", ""Species of rat"", ""Ratus (genus)"", ""Rats"", ""Rattus rattus domesticus"", ""True rat"", ""Rat subspecies"", ""Rat IQ"", ""Rat"", ""Subspecies of rat"", ""Rattus"", ""Rat feces"", ""Stenomys"", ""Ringie"", ""List of rat species"", ""Rat species""]",True,0.7245,6678.0,32607.0,181.79,131.713
20260610_131321,22,14719,random,42,,Haematite is an ore of which metal?,Iron,"[""Iron (element)"", ""Iron rope"", ""Iron truss"", ""Ed-In-Sol"", ""Reduced iron"", ""Feostat"", ""Feratab"", ""Iron production"", ""Nephro-Fer"", ""Slow Fe"", ""Iron Essay"", ""Element 26"", ""Extraction of iron"", ""Mol-Iron"", ""Feronate"", ""Ferro-Time"", ""Ferric compounds"", ""Ferrousal"", ""Ferretts"", ""Fer-In-Sol"", ""Ferrum (element)"", ""Ferro-Caps"", ""Iron"", ""7439-89-6"", ""Iorn"", ""Siderol"", ""Iron compounds"", ""Vitedyn-Slo"", ""Fe-40"", ""Symbol of iron"", ""Yieronia"", ""Ferryl"", ""Ferrous compounds""]",True,0.7289,6676.0,32607.0,181.49,132.2865
20260610_131321,23,9115,random,42,,In the car insurance business what do the letters TPFT suggest,Third Party Fire and Theft,"[""Third Party Fire and Theft""]",True,0.7243,6676.0,32607.0,179.71,130.1723
20260610_131321,24,212,random,42,,"What is the name of the cathedral in Red Square, Moscow?",The Cathedral of the Annunciation,"[""Cathedral of the Intercession"", ""Pokhrovsky Cathedral"", ""Pokhrovsky cathedral"", ""St. Basil's Cathedral"", ""St. Basil’s Cathedral"", ""Saint Basil's"", ""Cathedral of St Basil"", ""Pokrovsky cathedral"", ""Pokrovsky Cathedral"", ""The Cathedral of Intercession of the Virgin on the Moat"", ""St Basil Cathedral"", ""Saint Basil Cathedral"", ""Pokrovskiy Cathedral (also known as Saint Basil's Cathedral)"", ""St Basil's Cathedral"", ""St. Basil's"", ""Saint Basil's Cathedral"", ""Intercession Cathedral""]",False,0.7195,6676.0,32607.0,180.33,129.7545
20260610_131321,25,5231,random,42,,What is the name of the lake formed in 1932 when the Zuider Zee was cut off from the North Sea by a dyke?,IJsselmeer,"[""IJselmeer"", ""Lake ijssel"", ""Ijselmeer"", ""IJsselmeer"", ""Lake Ĳssel"", ""Ijseelmeer"", ""Ĳsselmeer"", ""Ijsselmeer"", ""Lake IJssel"", ""Iesselmeer""]",True,0.7256,6680.0,32607.0,181.45,131.668
20260610_131321,26,13848,random,42,,Who was married to Guinevere?,King Arthur,"[""Arthurian legend"", ""King Arthur's family tree"", ""Arthur Pendragon"", ""Arthur Legend"", ""Arthurian Legend"", ""Arthurian legends"", ""King Arthur's Family Tree"", ""King arthur"", ""Arthur Eld"", ""The Arthurian Legend"", ""Arthuriad"", ""Arthurian Legends"", ""King Arthur"", ""Legend of King Arthur"", ""Arthurian"", ""Arthurian lore"", ""Arthur of Britain""]",True,0.7298,6676.0,32607.0,180.3,131.5761
20260610_131321,27,11149,random,42,,"In February 1987, which UK airline was privatised and listed on the London Stock Exchange?",British Airways,"[""Ba.com"", ""British Airlines"", ""British Airways Plc"", ""Flight Information and Control of Operations"", ""British Airways Club World Business"", ""British Airways Express"", ""Executive Club"", ""Britishairways.com"", ""British Airways plc"", ""British Airways Museum"", ""British Airways"", ""British airways lounges"", ""Britishairways.co.uk"", ""British Airways PLC"", ""British Airways Ads"", ""Baholidays.com"", ""British Air"", ""British airways"", ""British Airways Club World"", ""British Airways p.l.c."", ""Speedbird House"", ""British Airways Flight Numbers"", ""Club Europe"", ""High Life (magazine)"", ""Flight information and control of operations"", ""Club World"", ""British Airway Group"", ""British Airways Plc."", ""British Airways Holidays"", ""Bashares.com""]",True,0.7465,6686.0,32607.0,180.42,134.6893
20260610_131321,28,9105,random,42,,In which UK city is Great Victoria Street railway station,London,"[""Belfast"", ""Strandtown Primary School"", ""St. Michael's Primary School, Belfast"", ""Finaghy primary school"", ""List of primary schools in Belfast"", ""Springhill Primary School"", ""Bunscoil an tSleibhe Dhuibh"", ""City of Belfast"", ""City of Belfast, United Kingdom"", ""List of Primary schools in Belfast"", ""Bunscoil an tSléibhe Dhuibh"", ""Bellfast"", ""Belfast, Ireland"", ""BELFAST"", ""Dundonald Primary School"", ""Beal Feirste"", ""Belfast (Northern Ireland)"", ""Cranmore Integrated Primary School"", ""Belfast City"", ""Fleming Fulton School"", ""Bilfaust"", ""Belfast, United Kingdom"", ""The weather in Belfast"", ""Capital of Northern Ireland"", ""Béal Feirste"", ""Cabin Hill"", ""Bilfawst"", ""Seaview Primary School"", ""Stranmillis Primary School"", ""Belfast, Northern Ireland""]",False,0.7289,6684.0,32607.0,181.25,132.1059
20260610_131321,29,5094,random,42,,In what city would you find Yale University?,"New Haven, Connecticut","[""UN/LOCODE:USHVN"", ""New Haven"", ""Roodenburg"", ""New Haven (CT)"", ""New Haven,CT"", ""New Haven, USA"", ""New Haven, Conn."", ""New Haven, Conneticut"", ""New Haven, New Haven County, Connecticut"", ""New Haven, Connecticut"", ""New haven, ct"", ""City of New Haven"", ""New Haven, CT"", ""New Haven, Ct.""]",True,0.7335,6688.0,32607.0,181.15,132.8753
20260610_131321,30,7055,random,42,,"Which visitor attraction is in Exploration Drive, Leicester?",The National Space Centre,"[""National Space Centre"", ""The National Space Centre"", ""National Space Centre of England"", ""Leicester Space Centre""]",True,0.7441,6701.0,32607.0,179.35,133.4498
20260610_131321,31,11029,random,42,,"Scottish artist, Sir Henry Raeburn was knighted by which British monarch in 1822?",George IV,"[""George, Prince Regent"", ""King George IV of the United Kingdom"", ""George the Fourth"", ""George IV of Great Britain"", ""George IV of the UK"", ""King George IV"", ""George IV of Great Britain and Ireland"", ""George IV of the United Kingdom"", ""George IV"", ""Regency Bill"", ""George IV of England"", ""George IV of Scotland"", ""George IV Hanover"", ""George IV of Hanover"", ""George iv"", ""George iv of the united kingdom"", ""George IV of Britain"", ""George IV (Hanover)""]",True,0.727,6703.0,32607.0,178.27,129.6085
20260610_131321,32,3349,random,42,,Which mountain overlooks Rio De Janeiro and its harbour?,Corcovado,"[""SUGAR LOAF"", ""Sugarloaf"", ""Sugarloaf Mountain, Ireland"", ""Sugar loaf"", ""Sugarloaf Mountain Rd.""]",False,0.7239,6701.0,32607.0,179.96,130.2807
20260610_131321,33,3039,random,42,,The German company Recaro famously produces what high-performance product?,Car seats,"[""Seat"", ""Seats"", ""Seat base"", ""SEATS""]",True,0.721,6701.0,32607.0,176.37,127.1625
20260610_131321,34,12449,random,42,,"The first (joint-)winner of the Nobel Peace Prize, Swiss Jean Henri Dunant, in 1901, founded which international organization?",International Red Cross,"[""Red Cross (disambiguation)"", ""Red cross (disambiguation)"", ""The Red Cross""]",True,0.7276,6705.0,32607.0,181.74,132.2291
20260610_131321,35,3169,random,42,,"Referring to the cause of a person's downfall, who is the Greek goddess of punishment?",Nemesis,"[""Arch nemesis"", ""Nemesis (video game)"", ""Nemesis"", ""Nemesis (band)"", ""Nemeses"", ""Nemesis (disambiguation)"", ""Nemesis (film)"", ""Nemesis (novel)"", ""Nemesis (album)"", ""Nemesis (novel) (disambiguation)""]",True,0.7286,6703.0,32607.0,180.31,131.3663
20260610_131321,36,11763,random,42,,"Which 1st World War battle of 1916 saw 60,000 British casualties on the first day? The battle lasted from July to November, resulting in a British advance of 12 kilometres.",Somme,"[""Battle of the somme"", ""Battle Of The Somme"", ""Battle of Somme"", ""Battle of the Somme (1916)"", ""Battle of the Some"", ""Somme, 1916"", ""The battle of somme"", ""Somme Offensive"", ""Battle of the Somme"", ""The Somme"", ""Battle of Beaumont-Hamel"", ""First Battle of the Somme"", ""Somme Campaign"", ""The Battle of the Somme"", ""BATTLE OF THE SOMME"", ""The Battle of the Some"", ""Somme 1916""]",True,0.7224,6707.0,32607.0,182.08,131.5355
20260610_131321,37,11270,random,42,,"In the Jewish calendar, Sivan is which month of the religious year?",5,"[""Third (music) (disambiguation)"", ""Third"", ""3rd"", ""0.33"", ""3rd (album)"", ""Third (music)"", ""3rds"", ""Third (album)"", ""Third (disambiguation)"", ""Thirds""]",False,0.7251,6698.0,32607.0,179.41,130.0977
20260610_131321,38,8667,random,42,,Fritz Kreisler (1875-1962) was a virtuoso on which instrument?,Violin,"[""Violinist (disambiguation)"", ""Violina"", ""Geige"", ""FiddleandViolin"", ""Violins"", ""Violin tuning"", ""Fiddle and violin"", ""The Violinist"", ""Violinist"", ""Violon"", ""Violin (instrument)"", ""Violino"", ""Viollon"", ""Violin"", ""🎻"", ""Violin player"", ""Carnatic Violin""]",True,0.7399,6692.0,32607.0,181.86,134.5531
20260610_131321,39,1423,random,42,,"Late English criminal Bruce Reynolds masterminded which infamous robbery, which he later referred to as his ‘Sistine Chapel ceiling’",The Great Train Robbery,"[""The Great Train Robbery (movie)"", ""The Great Train Robbery (disambiguation)"", ""The Great Train Robbery (1903 movie)"", ""Great Train Robbery"", ""The Great Train Robbery (film)"", ""The Great Train Robbery"", ""Great train robbery""]",True,0.7415,6692.0,32607.0,183.47,136.0345
20260610_131321,40,15054,random,42,,The Melrose Cup is awarded in which ball sport?,Golf,"[""Borders Game"", ""7-a-side"", ""Rugby seven"", ""Sevens rugby"", ""RUGBY SEVENS"", ""Seven-a-side"", ""Rugby 7's"", ""VIIs"", ""Rugby Sevens"", ""Rugby Union 7s"", ""Rugby union sevens"", ""Rugby 7s"", ""Seven-a-Side"", ""Rugby union 7s"", ""Rugby Union Sevens"", ""Rugby Union 7's"", ""Rugby union 7's"", ""Rugby sevens""]",False,0.7307,6694.0,32607.0,181.65,132.7339
20260610_131321,41,17571,random,42,,At which sport could you win the Victor Barna Award?,Golf,"[""Ping-pang Ch'iu"", ""Ping pong ball"", ""Corbillon cup"", ""Pen-holders"", ""PingPong"", ""Wiff-Waff"", ""Wiff Waff"", ""Round corner table tennis"", ""Ping pong balls"", ""Whiff-whaff"", ""Ping Pong"", ""Ping-pong ball"", ""Rounded corner table tennis"", ""Round table tennis"", ""Pen-holding"", ""Table tennis"", ""Pingpong"", ""Wiff-waff"", ""Table-tennis"", ""卓球"", ""Gossima"", ""Whiff whaff"", ""Table Tennis"", ""Penholding"", ""T tennis"", ""🏓"", ""Table tennis table"", ""Ping-Pong"", ""Table Tennis Ping-Pong"", ""Table tennis ball"", ""Penholder grip"", ""Penholders"", ""Table tennis tables"", ""Penholder (grip)"", ""Table-Tennis"", ""Pen holders"", ""Pingpang Qiú"", ""Tabletennis"", ""Ping-pong"", ""Pen holding"", ""Pingpang Qiu"", ""Pingpang Ciou"", ""Ping pong""]",False,0.7803,6730.0,32607.0,178.99,139.666
20260610_131321,42,4090,random,42,,Judith Keppel was the first winner of the top prize on which UK programme?,The Weakest Link,"[""Who Wants To Be a Millionaire?""]",False,0.7339,6730.0,32607.0,178.59,131.0731
20260610_131321,43,12403,random,42,,"The Turkish Van (or Turkish Vankedisi), originally from the eastern Turkish lakeside city of Van, is domestic breed of?",cat,"[""Housecat"", ""Felis Silvestris Catus"", ""Cats have 9 lives"", ""Moggies"", ""Moggie"", ""Felis Catus"", ""Alley-cat"", ""🐈"", ""Felis domesticus catus"", ""Cats"", ""House cat"", ""Domestic Feline"", ""Evening Crazies"", ""Common housecat"", ""Domestic cat"", ""Domestic cats"", ""Felis silverstris catus"", ""Tom (cat)"", ""Asocial Aggression"", ""A Cat"", ""Domestic housecats"", ""Feline Asocial Aggression"", ""Felix domesticus"", ""🐱"", ""Cat (animal)"", ""Moggy"", ""Felis domesticus"", ""House Cat"", ""😻"", ""Midnight crazies"", ""Felis silvestris catus"", ""Felis cattus"", ""Domestic Cat"", ""House cats"", ""Goyang-i"", ""Domesticated cat"", ""Goyangi"", ""Felis familiaris"", ""Cat"", ""Felis sylvestris catus"", ""Felis cattus domesticus"", ""Felis catus domesticus"", ""Cat poison"", ""Feline sexual behavior"", ""Cat baths"", ""Housecats"", ""F. catus"", ""Domestic Cats"", ""Felis catus"", ""Pet cat"", ""F. domesticus"", ""Felis silvestris domesticus"", ""Felis catus Domesticus"", ""Domestic feline""]",True,0.7369,6732.0,32607.0,181.5,133.7418
20260610_131321,44,2582,random,42,,Which musical features the song 'Second Hand Rose'?,The Andrews Sisters,"[""Funny Girl"", ""FUNNY GIRL"", ""Funny Girl (disambiguation)""]",False,0.7274,6730.0,32607.0,178.88,130.1148
20260610_131321,45,9606,random,42,,Who famously described England as “a nation of shopkeepers”?,Winston Churchill,"[""Vile maxim"", ""A Smith"", ""Adam Smith"", ""Adam smith""]",False,0.7258,6730.0,32607.0,182.5,132.4528
20260610_131321,46,11850,random,42,,In Osacar Wilde's The Importance of Being Earnest who utters the line 'a handbag' ?,Lady Bracknell,"[""Algernon Moncrieff"", ""Bunburyist"", ""Importance of being earnest"", ""The Importance of Being Earnest"", ""Bunburying"", ""Cecily Cardew"", ""Bunburyism"", ""Lady Lancing"", ""Bunburyists"", ""The importance of being earnest"", ""Ernest Worthing"", ""Bunburyed"", ""Gwendolen Fairfax"", ""Importance of Being Earnest"", ""Miss Prism"", ""Bunburyisms"", ""Lady Bracknell"", ""The Importance of Being Earnest, A Trivial Comedy for Serious People"", ""Laetitia Prism"", ""The Importance Of Being Earnest"", ""LADY BRACKNELL"", ""John Worthing"", ""The Importance of being Earnest"", ""Miss Laetitia Prism"", ""Algernon Moncrief"", ""Jack Worthing"", ""Canon Chasuble""]",True,0.7359,6732.0,32607.0,179.09,131.7898
20260610_131321,47,6300,random,42,,Which enduring cartoon character was created by Bob Clampett for the 1938 cartoon Porky's Hare Hunt?,Daffy Duck,"[""BUGS BUNNY"", ""Bugs' Bunny"", ""Warner Bros. Experimental Rabbit"", ""Happy Rabbit"", ""Evolution of Bugs Bunny"", ""Bugs's Bunny"", ""Development of Bugs Bunny""]",False,0.7353,6732.0,32607.0,182.06,133.8671
20260610_131321,48,2279,random,42,,Near which village in North Wales were the rowing events held at the 1958 British Empire and Commonwealth Games?,Llandudno,"[""Llan beris"", ""Llanberis"", ""LLANBERIS""]",False,0.7573,6723.0,32607.0,182.09,137.895
20260610_131321,49,1501,random,42,,‘Boat Race’ is Cockney rhyming slang for which part of the body?,‘Boot’,"[""Human Face"", ""Face"", ""Facial feature"", ""Faces"", ""Human faces"", ""Human face""]",False,0.7516,6721.0,32607.0,181.0,136.0341
20260610_131321,50,7467,random,42,,The infamous drug cartel run by Pablo Escobar through the 1970s and 1980s takes its name from which Columbian city?,Medellin,"[""Medillan"", ""Medellin (Colombia)"", ""Medellin"", ""Medellín"", ""Medellin, Colombia"", ""Medillin"", ""Medellín (Colombia)"", ""Medllin"", ""Medellin, Antioquia"", ""Medllín"", ""Medellín, Antioquia"", ""Medelin"", ""Medallo"", ""Medellín, Colombia"", ""UN/LOCODE:COMDE""]",True,0.743,6725.0,32607.0,182.51,135.6129
20260610_131321,51,9482,random,42,,At which film festival could you be awarded the 'Palm d'Or'?,Cannes Film Festival,"[""Cannes, France"", ""UN/LOCODE:FRCEQ"", ""Cannes"", ""The weather in Cannes""]",True,0.7308,6711.0,32607.0,182.26,133.1961
20260610_131321,52,2614,random,42,,What was the surname of the 19th president of the USA who had the first christian name Rutherford ?,Hayes,"[""The Hayes"", ""HAYES"", ""Café Quarter""]",True,0.7488,6711.0,32607.0,181.48,135.8861
20260610_131321,53,7628,random,42,,What is the name of the Welsh television producer and writer who created 'Torchwood'?,Russell T Davies,"[""Stephen Russell Davies"", ""Russel T. Davies"", ""Doctor Who: The Writer's Tale"", ""Russell T. Davis"", ""Russell T Davis"", ""The Writer's Tale"", ""Russell T. Davies"", ""Russell T. Davies, OBE"", ""RUSSELL T. DAVIES"", ""Russell T Davies""]",True,0.7417,6711.0,32607.0,180.57,133.9277
20260610_131321,54,3309,random,42,,Speculation towards the end of 2007 suggested that Rupert Murdoch's News International Group was in discussion to buy what significant business networking website?,LinkedIn,"[""Dan Nye"", ""LinkedIn Answers"", ""LinkedIn Corporation"", ""Linked in"", ""LinkedIn Inc."", ""LinkedIn"", ""Www.linkedin.com/in/johnyoung760/"", ""Linkedin.com"", ""Linkedln"", ""LinkedIn Groups"", ""Linkdin"", ""Linked In"", ""Linkedin"", ""LinkedIn Corp"", ""LNKD""]",True,0.7263,6713.0,32607.0,180.81,131.3242
